,year,state_code,state_name,municipal_code,municipal_name,asset_affected,crime_type,crime_subtype,modality,january,feburary,march,april,may,june,july,august,september,october,november,december,geo-id,population,total_crime
6075,2016,14,Jalisco,14011,Atengo,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5400,1.0
6078,2017,14,Jalisco,14011,Atengo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,5400,1.0
6087,2017,14,Jalisco,14011,Atengo,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5400,1.0
6091,2017,14,Jalisco,14011,Atengo,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,5400,1.0
6107,2017,14,Jalisco,14011,Atengo,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5400,1.0
6109,2017,14,Jalisco,14011,Atengo,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,0,0,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5400,3.0
6116,2017,14,Jalisco,14011,Atengo,El patrimonio,Robo,Robo a casa habitación,Sin violencia,0,1,0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5400,4.0
6118,2017,14,Jalisco,14011,Atengo,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5400,2.0
6140,2017,14,Jalisco,14011,Atengo,El patrimonio,Robo,Robo a negocio,Sin violencia,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5400,1.0
6150,2017,14,Jalisco,14011,Atengo,El patrimonio,Robo,Otros robos,Sin violencia,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,5400,2.0
6151,2017,14,Jalisco,14011,Atengo,El patrimonio,Fraude,Fraude,Fraude,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5400,1.0
6152,2017,14,Jalisco,14011,Atengo,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5400,1.0
6154,2017,14,Jalisco,14011,Atengo,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,0,0,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10,5400,4.0
6155,2017,14,Jalisco,14011,Atengo,El patrimonio,Despojo,Despojo,Despojo,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5400,2.0
6171,2017,14,Jalisco,14011,Atengo,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5400,1.0
6173,2017,14,Jalisco,14011,Atengo,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5400,1.0
6174,2018,14,Jalisco,14011,Atengo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5400,1.0
6185,2018,14,Jalisco,14011,Atengo,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10,5400,3.0
6206,2018,14,Jalisco,14011,Atengo,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,5400,1.0
6209,2018,14,Jalisco,14011,Atengo,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10,5400,1.0
6240,2018,14,Jalisco,14011,Atengo,El patrimonio,Robo,Robo de ganado,Sin violencia,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,5400,1.0
6248,2018,14,Jalisco,14011,Atengo,El patrimonio,Robo,Otros robos,Sin violencia,0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10,5400,3.0
6252,2018,14,Jalisco,14011,Atengo,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,5400,1.0
6253,2018,14,Jalisco,14011,Atengo,El patrimonio,Despojo,Despojo,Despojo,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10,5400,2.0
6255,2018,14,Jalisco,14011,Atengo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,5400,1.0
6271,2018,14,Jalisco,14011,Atengo,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5400,1.0
6282,2019,14,Jalisco,14011,Atengo,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10,5400,1.0
6283,2019,14,Jalisco,14011,Atengo,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5400,1.0
6287,2019,14,Jalisco,14011,Atengo,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,5400,1.0
6304,2019,14,Jalisco,14011,Atengo,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5400,2.0
6312,2019,14,Jalisco,14011,Atengo,El patrimonio,Robo,Robo a casa habitación,Sin violencia,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10,5400,2.0
6314,2019,14,Jalisco,14011,Atengo,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5400,1.0
6346,2019,14,Jalisco,14011,Atengo,El patrimonio,Robo,Otros robos,Sin violencia,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10,5400,4.0
6350,2019,14,Jalisco,14011,Atengo,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,1,0,0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,10,5400,6.0
6351,2019,14,Jalisco,14011,Atengo,El patrimonio,Despojo,Despojo,Despojo,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5400,2.0
6353,2019,14,Jalisco,14011,Atengo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,10,5400,3.0
6360,2019,14,Jalisco,14011,Atengo,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5400,1.0
6361,2019,14,Jalisco,14011,Atengo,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10,5400,3.0
6365,2019,14,Jalisco,14011,Atengo,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10,5400,2.0
6367,2019,14,Jalisco,14011,Atengo,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,5400,1.0
6369,2019,14,Jalisco,14011,Atengo,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5400,1.0
6402,2020,14,Jalisco,14011,Atengo,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5400,2.0
6436,2020,14,Jalisco,14011,Atengo,El patrimonio,Robo,Robo de ganado,Sin violencia,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5400,1.0
6447,2020,14,Jalisco,14011,Atengo,El patrimonio,Extorsión,Extorsión,Extorsión,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5400,2.0
6448,2020,14,Jalisco,14011,Atengo,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5400,2.0
6449,2020,14,Jalisco,14011,Atengo,El patrimonio,Despojo,Despojo,Despojo,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5400,1.0
6474,2015,14,Jalisco,14012,Atenguillo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4115,1.0
6483,2015,14,Jalisco,14012,Atenguillo,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4115,2.0
6500,2015,14,Jalisco,14012,Atenguillo,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4115,1.0
6503,2015,14,Jalisco,14012,Atenguillo,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11,4115,1.0
6508,2015,14,Jalisco,14012,Atenguillo,El patrimonio,Robo,Robo a casa habitación,Sin violencia,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11,4115,1.0
6509,2015,14,Jalisco,14012,Atenguillo,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11,4115,1.0
6510,2015,14,Jalisco,14012,Atenguillo,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4115,1.0
6512,2015,14,Jalisco,14012,Atenguillo,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4115,1.0
6531,2015,14,Jalisco,14012,Atenguillo,El patrimonio,Robo,Robo a negocio,Con violencia,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11,4115,1.0
6534,2015,14,Jalisco,14012,Atenguillo,El patrimonio,Robo,Robo de ganado,Sin violencia,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4115,2.0
6541,2015,14,Jalisco,14012,Atenguillo,El patrimonio,Robo,Otros robos,Con violencia,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11,4115,1.0
6542,2015,14,Jalisco,14012,Atenguillo,El patrimonio,Robo,Otros robos,Sin violencia,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11,4115,2.0
6543,2015,14,Jalisco,14012,Atenguillo,El patrimonio,Fraude,Fraude,Fraude,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4115,1.0
6545,2015,14,Jalisco,14012,Atenguillo,El patrimonio,Extorsión,Extorsión,Extorsión,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4115,1.0
6546,2015,14,Jalisco,14012,Atenguillo,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,11,4115,3.0
6547,2015,14,Jalisco,14012,Atenguillo,El patrimonio,Despojo,Despojo,Despojo,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11,4115,1.0
6549,2015,14,Jalisco,14012,Atenguillo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11,4115,2.0
6557,2015,14,Jalisco,14012,Atenguillo,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11,4115,2.0
6565,2015,14,Jalisco,14012,Atenguillo,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11,4115,1.0
6572,2016,14,Jalisco,14012,Atenguillo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11,4115,1.0
6576,2016,14,Jalisco,14012,Atenguillo,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11,4115,1.0
6577,2016,14,Jalisco,14012,Atenguillo,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11,4115,4.0
6578,2016,14,Jalisco,14012,Atenguillo,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11,4115,1.0
6606,2016,14,Jalisco,14012,Atenguillo,El patrimonio,Robo,Robo a casa habitación,Sin violencia,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4115,3.0
6640,2016,14,Jalisco,14012,Atenguillo,El patrimonio,Robo,Otros robos,Sin violencia,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11,4115,1.0
6641,2016,14,Jalisco,14012,Atenguillo,El patrimonio,Fraude,Fraude,Fraude,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,4115,1.0
6644,2016,14,Jalisco,14012,Atenguillo,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11,4115,3.0
6645,2016,14,Jalisco,14012,Atenguillo,El patrimonio,Despojo,Despojo,Despojo,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,4115,1.0
6647,2016,14,Jalisco,14012,Atenguillo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11,4115,3.0
6650,2016,14,Jalisco,14012,Atenguillo,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11,4115,1.0
6654,2016,14,Jalisco,14012,Atenguillo,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,11,4115,3.0
6655,2016,14,Jalisco,14012,Atenguillo,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,4115,2.0
6659,2016,14,Jalisco,14012,Atenguillo,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,4115,1.0
6663,2016,14,Jalisco,14012,Atenguillo,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11,4115,2.0
6674,2017,14,Jalisco,14012,Atenguillo,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4115,1.0
6675,2017,14,Jalisco,14012,Atenguillo,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11,4115,1.0
6679,2017,14,Jalisco,14012,Atenguillo,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,4115,1.0
6696,2017,14,Jalisco,14012,Atenguillo,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11,4115,1.0
6697,2017,14,Jalisco,14012,Atenguillo,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,4115,1.0
6704,2017,14,Jalisco,14012,Atenguillo,El patrimonio,Robo,Robo a casa habitación,Sin violencia,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4115,2.0
6708,2017,14,Jalisco,14012,Atenguillo,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4115,1.0
6728,2017,14,Jalisco,14012,Atenguillo,El patrimonio,Robo,Robo a negocio,Sin violencia,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11,4115,2.0
6738,2017,14,Jalisco,14012,Atenguillo,El patrimonio,Robo,Otros robos,Sin violencia,1,1,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,11,4115,6.0
6739,2017,14,Jalisco,14012,Atenguillo,El patrimonio,Fraude,Fraude,Fraude,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4115,1.0
6741,2017,14,Jalisco,14012,Atenguillo,El patrimonio,Extorsión,Extorsión,Extorsión,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11,4115,2.0
6742,2017,14,Jalisco,14012,Atenguillo,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,0,1,0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,11,4115,6.0
6743,2017,14,Jalisco,14012,Atenguillo,El patrimonio,Despojo,Despojo,Despojo,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4115,1.0
6745,2017,14,Jalisco,14012,Atenguillo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4115,4.0
6748,2017,14,Jalisco,14012,Atenguillo,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4115,1.0
6768,2018,14,Jalisco,14012,Atenguillo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4115,1.0
6772,2018,14,Jalisco,14012,Atenguillo,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,4115,1.0
6773,2018,14,Jalisco,14012,Atenguillo,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11,4115,3.0
6777,2018,14,Jalisco,14012,Atenguillo,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4115,1.0
6794,2018,14,Jalisco,14012,Atenguillo,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11,4115,1.0
6802,2018,14,Jalisco,14012,Atenguillo,El patrimonio,Robo,Robo a casa habitación,Sin violencia,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,11,4115,7.0
6804,2018,14,Jalisco,14012,Atenguillo,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,4115,1.0
6806,2018,14,Jalisco,14012,Atenguillo,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,4115,1.0
6826,2018,14,Jalisco,14012,Atenguillo,El patrimonio,Robo,Robo a negocio,Sin violencia,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4115,1.0
6836,2018,14,Jalisco,14012,Atenguillo,El patrimonio,Robo,Otros robos,Sin violencia,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,11,4115,4.0
6837,2018,14,Jalisco,14012,Atenguillo,El patrimonio,Fraude,Fraude,Fraude,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4115,1.0
6840,2018,14,Jalisco,14012,Atenguillo,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11,4115,5.0
6841,2018,14,Jalisco,14012,Atenguillo,El patrimonio,Despojo,Despojo,Despojo,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11,4115,3.0
6843,2018,14,Jalisco,14012,Atenguillo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,1,0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,11,4115,6.0
6851,2018,14,Jalisco,14012,Atenguillo,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4115,1.0
6852,2018,14,Jalisco,14012,Atenguillo,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,4115,1.0
6859,2018,14,Jalisco,14012,Atenguillo,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,11,4115,3.0
6867,2019,14,Jalisco,14012,Atenguillo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4115,1.0
6875,2019,14,Jalisco,14012,Atenguillo,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4115,2.0
6900,2019,14,Jalisco,14012,Atenguillo,El patrimonio,Robo,Robo a casa habitación,Sin violencia,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,4115,3.0
6926,2019,14,Jalisco,14012,Atenguillo,El patrimonio,Robo,Robo de ganado,Sin violencia,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4115,2.0
6934,2019,14,Jalisco,14012,Atenguillo,El patrimonio,Robo,Otros robos,Sin violencia,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11,4115,3.0
6935,2019,14,Jalisco,14012,Atenguillo,El patrimonio,Fraude,Fraude,Fraude,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11,4115,5.0
6938,2019,14,Jalisco,14012,Atenguillo,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11,4115,3.0
6939,2019,14,Jalisco,14012,Atenguillo,El patrimonio,Despojo,Despojo,Despojo,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11,4115,1.0
6941,2019,14,Jalisco,14012,Atenguillo,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,11,4115,4.0
6944,2019,14,Jalisco,14012,Atenguillo,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11,4115,1.0
6949,2019,14,Jalisco,14012,Atenguillo,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4115,1.0
6998,2020,14,Jalisco,14012,Atenguillo,El patrimonio,Robo,Robo a casa habitación,Sin violencia,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4115,1.0
7032,2020,14,Jalisco,14012,Atenguillo,El patrimonio,Robo,Otros robos,Sin violencia,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4115,4.0
7055,2020,14,Jalisco,14012,Atenguillo,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4115,1.0
7056,2015,14,Jalisco,14013,Atotonilco el Alto,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,12,57717,8.0
